QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
19;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Clínica Veterinária: patologia, clínica, cirurgia, obstetrícia e diagnóstico por imagem nos aspectos semiológicos e laboratoriais, visando a etiopatogenia, diagnóstico e execução dos procedimentos e/ou tratamentos das enfermidades de diferentes naturezas;Produção Animal: exploração, gerenciamento e administração de sistemas produtivos sustentáveis de criação, envolvendo manejo, nutrição, alimentação e rastreabilidade, em consonância com os conceitos de bem estar animal;True
20;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Clínica Veterinária: patologia, clínica, cirurgia, obstetrícia e diagnóstico por imagem nos aspectos semiológicos e laboratoriais, visando a etiopatogenia, diagnóstico e execução dos procedimentos e/ou tratamentos das enfermidades de diferentes naturezas;Medicina Veterinária Preventiva e Saúde Pública: planejamento em saúde animal, ambiental e pública, abrangendo epidemiologia, controle e profilaxia das enfermidades infectocontagiosas, parasitárias e zoonóticas, defesa e vigilância sanitária, saneamento ambiental, bioterismo, produção e controle de insumos biológicos;True
21;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Inspeção dos Produtos de Origem Animal: inspeção higiênica, sanitária e tecnológica dos produtos de origem animal e seus derivados e rastreabilidade;;True
22;Produção Animal: exploração, gerenciamento e administração de sistemas produtivos sustentáveis de criação, envolvendo manejo, nutrição, alimentação e rastreabilidade, em consonância com os conceitos de bem estar animal;Reprodução Animal: fisiopatologia, controle reprodutivo e biotécnicas aplicadas à reprodução;;True
23;Reprodução Animal: fisiopatologia, controle reprodutivo e biotécnicas aplicadas à reprodução;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;;True
24;As diversas dimensões da relação indivíduo/sociedade, contribuindo para a compreensão dos determinantes sociais, culturais, comportamentais, psicológicos, ambientais, éticos e legais;Produção Animal: exploração, gerenciamento e administração de sistemas produtivos sustentáveis de criação, envolvendo manejo, nutrição, alimentação e rastreabilidade, em consonância com os conceitos de bem estar animal;;True
25;Inspeção dos Produtos de Origem Animal: inspeção higiênica, sanitária e tecnológica dos produtos de origem animal e seus derivados e rastreabilidade;Medicina Veterinária Preventiva e Saúde Pública: planejamento em saúde animal, ambiental e pública, abrangendo epidemiologia, controle e profilaxia das enfermidades infectocontagiosas, parasitárias e zoonóticas, defesa e vigilância sanitária, saneamento ambiental, bioterismo, produção e controle de insumos biológicos;;False
26;Comunicação, difusão de conhecimentos, informática, economia e gestão administrativa e de pessoas;Administração Rural, Agronegócio e Extensão Rural;Tecnologia dos Produtos de Origem Animal: classificação, processamento, padronização e conservação de produtos de origem animal e seus derivados e rastreabilidade;True
27;Administração Rural, Agronegócio e Extensão Rural;Produção Animal: exploração, gerenciamento e administração de sistemas produtivos sustentáveis de criação, envolvendo manejo, nutrição, alimentação e rastreabilidade, em consonância com os conceitos de bem estar animal;;False
28;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Clínica Veterinária: patologia, clínica, cirurgia, obstetrícia e diagnóstico por imagem nos aspectos semiológicos e laboratoriais, visando a etiopatogenia, diagnóstico e execução dos procedimentos e/ou tratamentos das enfermidades de diferentes naturezas;Medicina Veterinária Preventiva e Saúde Pública: planejamento em saúde animal, ambiental e pública, abrangendo epidemiologia, controle e profilaxia das enfermidades infectocontagiosas, parasitárias e zoonóticas, defesa e vigilância sanitária, saneamento ambiental, bioterismo, produção e controle de insumos biológicos;True
29;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Medicina Veterinária Preventiva e Saúde Pública: planejamento em saúde animal, ambiental e pública, abrangendo epidemiologia, controle e profilaxia das enfermidades infectocontagiosas, parasitárias e zoonóticas, defesa e vigilância sanitária, saneamento ambiental, bioterismo, produção e controle de insumos biológicos;;True
30;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Medicina Veterinária Preventiva e Saúde Pública: planejamento em saúde animal, ambiental e pública, abrangendo epidemiologia, controle e profilaxia das enfermidades infectocontagiosas, parasitárias e zoonóticas, defesa e vigilância sanitária, saneamento ambiental, bioterismo, produção e controle de insumos biológicos;;False
31;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Medicina Veterinária Preventiva e Saúde Pública: planejamento em saúde animal, ambiental e pública, abrangendo epidemiologia, controle e profilaxia das enfermidades infectocontagiosas, parasitárias e zoonóticas, defesa e vigilância sanitária, saneamento ambiental, bioterismo, produção e controle de insumos biológicos;As diversas dimensões da relação indivíduo/sociedade, contribuindo para a compreensão dos determinantes sociais, culturais, comportamentais, psicológicos, ambientais, éticos e legais;True
32;Comunicação, difusão de conhecimentos, informática, economia e gestão administrativa e de pessoas;Administração Rural, Agronegócio e Extensão Rural;Produção Animal: exploração, gerenciamento e administração de sistemas produtivos sustentáveis de criação, envolvendo manejo, nutrição, alimentação e rastreabilidade, em consonância com os conceitos de bem estar animal;True
33;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Clínica Veterinária: patologia, clínica, cirurgia, obstetrícia e diagnóstico por imagem nos aspectos semiológicos e laboratoriais, visando a etiopatogenia, diagnóstico e execução dos procedimentos e/ou tratamentos das enfermidades de diferentes naturezas;Medicina Veterinária Preventiva e Saúde Pública: planejamento em saúde animal, ambiental e pública, abrangendo epidemiologia, controle e profilaxia das enfermidades infectocontagiosas, parasitárias e zoonóticas, defesa e vigilância sanitária, saneamento ambiental, bioterismo, produção e controle de insumos biológicos;True
34;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;Clínica Veterinária: patologia, clínica, cirurgia, obstetrícia e diagnóstico por imagem nos aspectos semiológicos e laboratoriais, visando a etiopatogenia, diagnóstico e execução dos procedimentos e/ou tratamentos das enfermidades de diferentes naturezas;;True
35;Bases moleculares e celulares inerentes à morfofisiologia, genética, bioquímica, biofísica, microbiologia, imunologia, parasitologia e farmacologia, aplicados à compreensão dos processos normais e alterados da estrutura e função dos tecidos, órgãos, sistemas e aparelhos;As diversas dimensões da relação indivíduo/sociedade, contribuindo para a compreensão dos determinantes sociais, culturais, comportamentais, psicológicos, ambientais, éticos e legais;Clínica Veterinária: patologia, clínica, cirurgia, obstetrícia e diagnóstico por imagem nos aspectos semiológicos e laboratoriais, visando a etiopatogenia, diagnóstico e execução dos procedimentos e/ou tratamentos das enfermidades de diferentes naturezas;True
